Ссылка,Название,Описание,Метро,Дальность от метро,Адрес,Стоимость,Стоимость за метр
https://www.cian.ru/sale/flat/308239254/,Новый дизайнерский ремонт,"2-комн. квартира, 84 м², 12/19 этаж",Шелепиха,18 минут пешком,"Москва, СЗАО, р-н Хорошево-Мневники, м. Шелепиха, Шелепихинская набережная, 34к2",59 000 000 ₽,702 381 ₽/м²
https://www.cian.ru/sale/flat/300605919/,"2-комн. квартира, 57,7 м², 2/19 этаж",Секция Позиция № • Сдача корпуса 2 кв. 2026,Информация отсутствует,Информация отсутствует,"Москва, ТАО (Троицкий), Троицк, Академик ЖК",12 474 740 ₽,216 200 ₽/м²
https://www.cian.ru/sale/flat/307225676/,"2-комн. квартира, 60 м², 10/12 этаж",Информация отсутствует,Кропоткинская,12 минут пешком,"Москва, ЦАО, р-н Якиманка, м. Кропоткинская, улица Серафимовича, 2",60 000 000 ₽,1 000 000 ₽/м²
https://www.cian.ru/sale/flat/309051214/,"2-комн. квартира, 53,6 м², 2/20 этаж",Секция 3 • Сдача корпуса 1 кв. 2027,Филатов Луг,11 минут на транспорте,"Москва, НАО (Новомосковский), м. Филатов Луг, Московский г., Первый Московский мкр, Первый Московский ЖК, 7-я фаза, 3",11 306 016 ₽,210 933 ₽/м²
https://www.cian.ru/sale/flat/307649399/,"2-комн. квартира, 69 м², 14/14 этаж",Информация отсутствует,Информация отсутствует,5 минут на транспорте,"Москва, ЗАО, р-н Раменки, м. Поклонная, проспект Генерала Дорохова, 39к1Б",62 988 700 ₽,912 880 ₽/м²
https://www.cian.ru/sale/flat/310162035/,"2-комн. квартира, 55 м², 26/27 этаж",Сдача корпуса 2 кв. 2027,Информация отсутствует,7 минут на транспорте,"Москва, ЗАО, р-н Очаково-Матвеевское, м. Аминьевская, Очаково мкр",18 891 180 ₽,343 476 ₽/м²
https://www.cian.ru/sale/flat/309340535/,"2-комн. квартира, 88 м², 23/34 этаж",Информация отсутствует,Шелепиха,14 минут пешком,"Москва, СЗАО, р-н Хорошево-Мневники, м. Шелепиха, Шелепихинская набережная, 34к3зд7",73 500 000 ₽,835 227 ₽/м²
https://www.cian.ru/sale/flat/300288624/,"2-комн. квартира, 60,78 м², 7/36 этаж",Секция 1 • Сдача корпуса 2 кв. 2025,Дмитровская,6 минут пешком,"Москва, САО, р-н Савеловский, м. Дмитровская, Симфония 34 ЖК",34 247 403 ₽,563 465 ₽/м²
https://www.cian.ru/sale/flat/309616186/,Квартира для двоих,"2-комн. квартира, 144 м², 14/21 этаж",Улица 1905 года,16 минут пешком,"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, улица Сергея Макеева, 9",150 000 000 ₽,1 041 667 ₽/м²
https://www.cian.ru/sale/flat/299379652/,"2-комн. квартира, 50,9 м², 17/17 этаж",Секция 1 • Сдача корпуса 2 кв. 2026,Корниловская,8 минут на транспорте,"Москва, НАО (Новомосковский), м. Корниловская, № 123 кв-л",14 591 460 ₽,286 669 ₽/м²
https://www.cian.ru/sale/flat/310470593/,Панорамные окна и живописные виды,"2-комн. апартаменты, 102,6 м², 19/34 этаж",Парк Победы,17 минут пешком,"Москва, ЗАО, р-н Дорогомилово, м. Поклонная, Поклонная улица, 9",150 000 000 ₽,1 461 988 ₽/м²
https://www.cian.ru/sale/flat/303505002/,"2-комн. квартира, 75,5 м², 4/10 этаж",Секция 4 • Сдача корпуса 2 кв. 2025,Спартак,11 минут пешком,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Спартак, Клубный Город на Реке Примавера ЖК, Вивальди кв-л",41 056 900 ₽,543 800 ₽/м²
https://www.cian.ru/sale/flat/311331702/,"Новая и стильная, дровяной камин","2-комн. квартира, 96 м², 6/8 этаж",Парк Культуры,12 минут пешком,"Москва, ЦАО, р-н Хамовники, м. Парк Культуры, улица Льва Толстого, 23к1",257 000 000 ₽,2 677 083 ₽/м²
https://www.cian.ru/sale/flat/310845673/,"2-комн. квартира, 53,3 м², 23/27 этаж",Сдача корпуса 2 кв. 2027,Информация отсутствует,7 минут на транспорте,"Москва, ЗАО, р-н Очаково-Матвеевское, м. Аминьевская, Очаково мкр",18 962 100 ₽,355 762 ₽/м²
https://www.cian.ru/sale/flat/307850573/,Срочная продажа,"2-комн. квартира, 62,7 м², 2/23 этаж",Терехово ,5 минут на транспорте,"Москва, СЗАО, р-н Хорошево-Мневники, м. Терехово , улица Нижние Мневники, 16к3",28 500 000 ₽,454 545 ₽/м²
https://www.cian.ru/sale/flat/307226209/,"Рассрочка 0% на апарт., 45.8 м²","2-комн. апартаменты, 45,8 м², 2/29 этаж • Секция Комплекс апартаментов",Новые Черёмушки,11 минут пешком,"Москва, ЮЗАО, р-н Черемушки, м. Новые Черёмушки, улица Наметкина, вл10",15 379 640 ₽,335 800 ₽/м²
https://www.cian.ru/sale/flat/310842172/,Тихая видовая квартира,"2-комн. квартира, 70,8 м², 12/21 этаж",Улица 1905 года,7 минут пешком,"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, улица Костикова, 4к1",82 000 000 ₽,1 158 192 ₽/м²
https://www.cian.ru/sale/flat/306610588/,"2-комн. квартира, 52,5 м², 2/59 этаж",Секция 3 • Сдача корпуса 3 кв. 2028,Давыдково,4 минуты на транспорте,"Москва, ЗАО, р-н Можайский, м. Давыдково, Веер ЖК",Информация отсутствует,449 100 ₽/м²
https://www.cian.ru/sale/flat/306237450/,Двушка в 2-х минутах от м ЦСКА!,"2-комн. апартаменты, 45,1 м², 3/15 этаж",ЦСКА,6 минут пешком,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 2",17 225 000 ₽,381 929 ₽/м²
https://www.cian.ru/sale/flat/310433174/,"2-комн. квартира, 57,7 м², 2/59 этаж",Секция 5 • Сдача корпуса 3 кв. 2028,Давыдково,4 минуты на транспорте,"Москва, ЗАО, р-н Можайский, м. Давыдково, Веер ЖК",Информация отсутствует,396 600 ₽/м²
https://www.cian.ru/sale/flat/308454849/,Апартаменты на Ходынке,"2-комн. апартаменты, 45,1 м², 3/15 этаж",ЦСКА,6 минут пешком,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 2",17 225 985 ₽,381 951 ₽/м²
https://www.cian.ru/sale/flat/296921120/,"2-комн. квартира, 79,9 м², 17/18 этаж",Секция 10 • Сдача корпуса 4 кв. 2024,Фили,4 минуты на транспорте,"Москва, ЗАО, р-н Филевский парк, м. Фили, Береговой проезд, 2",44 161 289 ₽,552 707 ₽/м²
https://www.cian.ru/sale/flat/301655618/,"Отделка white box, эксклюзив","2-комн. квартира, 74,13 м², 2/11 этаж",Парк Победы,8 минут пешком,"Москва, ЗАО, р-н Дорогомилово, м. Парк Победы, Виктори Парк Резиденсез ЖК, 3к2",100 000 000 ₽,1 348 982 ₽/м²
https://www.cian.ru/sale/flat/307677012/,Практичный white box,"2-комн. квартира, 66 м², 9/55 этаж",Марьина Роща,5 минут на транспорте,"Москва, СВАО, р-н Марьина роща, м. Рижская, улица 4-я Марьиной рощи, 12к2",29 700 000 ₽,450 000 ₽/м²
https://www.cian.ru/sale/flat/308991902/,Качественный дорогой ремонт,"2-комн. квартира, 67,8 м², 2/17 этаж",Сходненская,5 минут пешком,"Москва, СЗАО, р-н Северное Тушино, м. Сходненская, Химкинский бульвар, 14к2",28 000 000 ₽,412 979 ₽/м²
https://www.cian.ru/sale/flat/304303445/,2-комн. в семейном эко-квартале,"2-комн. апартаменты, 38,1 м², 3/5 этаж • Секция к. 6",Владыкино,19 минут пешком,"Москва, СВАО, р-н Марфино, м. Владыкино, Ботаническая улица, 29К1",17 621 250 ₽,462 500 ₽/м²
https://www.cian.ru/sale/flat/311448486/,Дизайнерский ремонт. Метро 1 мин.,"2-комн. квартира, 86 м², 7/32 этаж",Беговая,3 минуты пешком,"Москва, САО, р-н Хорошевский, м. Беговая, Хорошевское шоссе, 12к1",36 000 000 ₽,418 605 ₽/м²
https://www.cian.ru/sale/flat/310930922/,Виды на реку,"2-комн. квартира, 77 м², 4/9 этаж",Киевская,10 минут пешком,"Москва, ЦАО, р-н Хамовники, м. Киевская, Саввинская набережная, 3",60 000 000 ₽,779 221 ₽/м²
