Адрес,Дальность от метро,Метро,Название,Описание,Ссылка,Стоимость,Стоимость за метр
"Москва, ЗАО, р-н Дорогомилово, м. Парк Победы, Виктори Парк Резиденсез ЖК, 3к2",8 минут пешком,Парк Победы,"Отделка white box, эксклюзив","2-комн. квартира, 74,13 м², 2/11 этаж",https://www.cian.ru/sale/flat/301655618/,100 000 000 ₽,1 348 982 ₽/м²
"Москва, НАО (Новомосковский), м. Филатов Луг, Московский г., Первый Московский мкр, Первый Московский ЖК, 7-я фаза, 3",11 минут на транспорте,Филатов Луг,"2-комн. квартира, 53,6 м², 2/20 этаж",Секция 3 • Сдача корпуса 1 кв. 2027,https://www.cian.ru/sale/flat/309051214/,11 306 016 ₽,210 933 ₽/м²
"Москва, СЗАО, р-н Южное Тушино, м. Сходненская, Туристская улица, 4К4",14 минут пешком,Сходненская,Большая кухня! Гардеробная,"2-комн. квартира, 40 м², 6/9 этаж",https://www.cian.ru/sale/flat/307950039/,13 990 000 ₽,349 750 ₽/м²
"Москва, САО, р-н Савеловский, м. Дмитровская, 2-я Хуторская улица, 34",4 минуты пешком,Дмитровская,"2-комн. квартира, 66,48 м², 19/43 этаж",Секция 1 • Сдача корпуса 2 кв. 2025,https://www.cian.ru/sale/flat/300287992/,33 551 126 ₽,504 680 ₽/м²
"Москва, СВАО, р-н Марьина роща, м. Бутырская, Шереметьевская улица, 41",11 минут пешком,Бутырская,Дизайнерская двушка возле метро,"2-комн. квартира, 38 м², 3/9 этаж",https://www.cian.ru/sale/flat/308567023/,15 600 000 ₽,410 526 ₽/м²
"Москва, ЗАО, р-н Очаково-Матвеевское, м. Аминьевская, Очаково мкр",7 минут на транспорте,Аминьевская,"2-комн. квартира, 53,6 м², 12/13 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/310720361/,19 470 950 ₽,363 264 ₽/м²
"Москва, ЗАО, р-н Дорогомилово, м. Москва-Сити, Кутузовский проспект, 24",6 минут пешком,Москва-Сити,"2-к. квартира, 50 м², 6/7 эт.","2-комн. квартира, 50 м², 6/7 этаж",https://www.cian.ru/sale/flat/308951576/,37 100 000 ₽,742 000 ₽/м²
"Москва, СЗАО, р-н Покровское-Стрешнево, м. Спартак, Клубный Город на Реке Примавера ЖК",12 минут пешком,Спартак,"2-комн. квартира, 79,4 м², 16/20 этаж",Секция 5 • Сдача корпуса 4 кв. 2028,https://www.cian.ru/sale/flat/309287985/,48 553 100 ₽,611 500 ₽/м²
"Москва, САО, р-н Беговой, м. Динамо, Ленинградский проспект, 29к3",7 минут пешком,Динамо,Готовая уютная евродвушка ! Топ!,"2-комн. квартира, 62,2 м², 10/15 этаж",https://www.cian.ru/sale/flat/310041544/,38 999 999 ₽,627 010 ₽/м²
"Москва, ВАО, р-н Соколиная гора, м. Соколиная гора, 1-й Кирпичный переулок, 17",20 минут пешком,Семёновская,"Рассрочка 0%. 2-к. кв., 79.3 м2","2-комн. квартира, 79,3 м², 13/18 этаж • Секция 2",https://www.cian.ru/sale/flat/307195904/,24 182 297 ₽,304 947 ₽/м²
"Москва, САО, р-н Хорошевский, м. Хорошёвская, Хорошевское шоссе, 25Ак3",9 минут пешком,Полежаевская,"2-комн. квартира, 70 м², 19/24 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/308179072/,42 000 000 ₽,600 000 ₽/м²
"Москва, ВАО, р-н Преображенское, м. Преображенская площадь, Жилой комплекс Преображенская площадь",7 минут пешком,Преображенская площадь,"2-комн. квартира, 66,35 м², 5/17 этаж",Секция 7 • Сдача корпуса 1 кв. 2025,https://www.cian.ru/sale/flat/308071255/,34 560 444 ₽,520 881 ₽/м²
"Москва, ЮАО, р-н Даниловский, м. Технопарк, проспект Лихачева, 20",14 минут пешком,Технопарк,"Дизайнерский ремонт, Вид на реку","2-комн. квартира, 66 м², 6/9 этаж",https://www.cian.ru/sale/flat/304705680/,42 400 000 ₽,642 424 ₽/м²
"Москва, ЗАО, р-н Очаково-Матвеевское, м. Аминьевская, Очаково мкр",7 минут на транспорте,Аминьевская,"2-комн. квартира, 58,1 м², 24/27 этаж",Сдача корпуса 2 кв. 2027,https://www.cian.ru/sale/flat/310162021/,20 272 251 ₽,348 920 ₽/м²
"Москва, ЗАО, р-н Раменки, м. Поклонная, Воробьевское шоссе, 4",10 минут на транспорте,Кутузовская,Эстетика минимализма,"2-комн. апартаменты, 73,5 м², 10/13 этаж",https://www.cian.ru/sale/flat/305915966/,69 000 000 ₽,938 776 ₽/м²
"Москва, ЮВАО, р-н Нижегородский, м. Калитники, Н'айс Лофт ЖК",18 минут пешком,Волгоградский проспект,"2-комн. апартаменты, 43,29 м², 8/21 этаж",Секция 1 • Сдача корпуса 4 кв. 2024,https://www.cian.ru/sale/flat/302241595/,13 577 137 ₽,313 632 ₽/м²
"Москва, ЗАО, р-н Раменки, м. Поклонная, Воробьевское шоссе, 4",5 минут на транспорте,Поклонная,"2-комн. апартаменты, 68,9 м², 4/13 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/308413458/,95 000 000 ₽,1 378 810 ₽/м²
"Москва, ЗАО, р-н Кунцево, м. Кунцевская, 48-й кв-л, Кутузовский Квартал ЖК",13 минут пешком,Кунцевская,"2-комн. квартира, 55,95 м², 27/44 этаж",Сдача корпуса 4 кв. 2027,https://www.cian.ru/sale/flat/304753657/,20 735 517 ₽,370 608 ₽/м²
"Москва, ЮВАО, р-н Печатники, м. Угрешская, Южнопортовая улица",6 минут на транспорте,Кожуховская,"2-комн. квартира, 70,5 м², 8/22 этаж",Информация отсутствует,https://www.cian.ru/sale/flat/299638719/,27 250 000 ₽,386 525 ₽/м²
"Москва, ЗАО, р-н Филевский парк, м. Фили, Багратионовский проезд, 5Ак1",5 минут пешком,Фили,Видовая квартира,"2-комн. квартира, 46 м², 23/42 этаж",https://www.cian.ru/sale/flat/306777330/,23 700 000 ₽,515 217 ₽/м²
"Москва, ЮВАО, р-н Печатники, м. Нагатинский Затон, Портлэнд ЖК",3 минуты на транспорте,Печатники,"2-комн. квартира, 57,9 м², 21/29 этаж",Секция 4 • Сдача корпуса 1 кв. 2028,https://www.cian.ru/sale/flat/308937732/,21 078 842 ₽,364 056 ₽/м²
"Москва, ЦАО, р-н Арбат, м. Арбатская, Поварская улица, 8/1к1",6 минут пешком,Арбатская,Лучшее предложение! Звони!,"2-комн. апартаменты, 70 м², 3/7 этаж",https://www.cian.ru/sale/flat/301041042/,92 690 000 ₽,1 324 143 ₽/м²
"Москва, ЮВАО, р-н Лефортово, м. Авиамоторная, улица Крузенштерна, 10к1",11 минут пешком,Авиамоторная,Полная стоимость в ДКП,"2-комн. квартира, 60 м², 18/27 этаж",https://www.cian.ru/sale/flat/306756745/,22 500 000 ₽,375 000 ₽/м²
"Москва, ТАО (Троицкий), Троицк, Академик ЖК",Информация отсутствует,Информация отсутствует,"2-комн. квартира, 57,7 м², 2/19 этаж",Секция Позиция № • Сдача корпуса 2 кв. 2026,https://www.cian.ru/sale/flat/300605919/,12 474 740 ₽,216 200 ₽/м²
"Москва, ЦАО, р-н Пресненский, м. Москва-Сити, 1-й Красногвардейский проезд, 22с1",4 минуты пешком,Москва-Сити,Стильный апартамент в Neva Towers,"2-комн. апартаменты, 72,5 м², 38/68 этаж",https://www.cian.ru/sale/flat/303296300/,78 500 000 ₽,1 082 759 ₽/м²
"Москва, ЮАО, р-н Даниловский, м. Павелецкая, Павелецкая Сити ЖК",17 минут пешком,Павелецкая,"2-комн. квартира, 57,7 м², 2/28 этаж",Секция 1 • Сдача корпуса 4 кв. 2027,https://www.cian.ru/sale/flat/309385064/,22 164 301 ₽,384 130 ₽/м²
"Москва, ЮЗАО, р-н Обручевский, м. Воронцовская, Афи Парк Воронцовский ЖК, 4",8 минут пешком,Воронцовская,"2-комн. квартира, 47,7 м², 3/25 этаж",Секция 1 • Сдан,https://www.cian.ru/sale/flat/294550035/,22 925 381 ₽,480 616 ₽/м²
"Москва, ЦАО, р-н Арбат, м. Смоленская, Смоленская площадь, 13/21",2 минуты пешком,Смоленская,Новый дизайнерский ремонт,"2-комн. квартира, 69 м², 5/10 этаж",https://www.cian.ru/sale/flat/310462581/,74 350 000 ₽,1 077 536 ₽/м²
